annee,mois,regroupement2,valeur_tot_mg_fr,valeur_moy,indice_isee,indice_mg,quotas_date_debut,quotas_date_fin,quotas_contingent_t,quotas_realise_t,regroupement1,date_arrondie,besoin_marche_t,type_max,cyclone,nom,name,value
2017,2,TOTAL LEGUMES,56787588,369.3059692368523,98.8625839284061,NA,NA,NA,NA,0,Total legumes,2017-02-01,724,NA,NA,NA,"Volume déclaré
commercialisé par
les producteurs",415807.1999999999
2017,2,TOTAL LEGUMES,56787588,369.3059692368523,98.8625839284061,NA,NA,NA,NA,0,Total legumes,2017-02-01,724,NA,NA,NA,"Volume écoulé par
le marché de gros",153768.4
2017,2,TOTAL LEGUMES,56787588,369.3059692368523,98.8625839284061,NA,NA,NA,NA,0,Total legumes,2017-02-01,724,NA,NA,NA,"Besoin estimé
du marché",724000
2017,11,TOTAL LEGUMES,113294452,266.54006060377924,93.82361385602438,NA,NA,NA,NA,0,Total legumes,2017-11-01,737,NA,NA,NA,"Volume déclaré
commercialisé par
les producteurs",921913.5
2017,11,TOTAL LEGUMES,113294452,266.54006060377924,93.82361385602438,NA,NA,NA,NA,0,Total legumes,2017-11-01,737,NA,NA,NA,"Volume écoulé par
le marché de gros",425056
2017,11,TOTAL LEGUMES,113294452,266.54006060377924,93.82361385602438,NA,NA,NA,NA,0,Total legumes,2017-11-01,737,NA,NA,NA,"Besoin estimé
du marché",737000
2017,9,TOTAL LEGUMES,142379207,259.8511605581776,93.07864984200116,NA,NA,NA,NA,0,Total legumes,2017-09-01,737,NA,NA,NA,"Volume déclaré
commercialisé par
les producteurs",1088600.8
2017,9,TOTAL LEGUMES,142379207,259.8511605581776,93.07864984200116,NA,NA,NA,NA,0,Total legumes,2017-09-01,737,NA,NA,NA,"Volume écoulé par
le marché de gros",547926
2017,9,TOTAL LEGUMES,142379207,259.8511605581776,93.07864984200116,NA,NA,NA,NA,0,Total legumes,2017-09-01,737,NA,NA,NA,"Besoin estimé
du marché",737000
2017,10,TOTAL LEGUMES,86935630,241.32094745578752,91.3710918772738,NA,NA,NA,NA,0,Total legumes,2017-10-01,737,NA,NA,NA,"Volume déclaré
commercialisé par
les producteurs",1145306.2999999998
2017,10,TOTAL LEGUMES,86935630,241.32094745578752,91.3710918772738,NA,NA,NA,NA,0,Total legumes,2017-10-01,737,NA,NA,NA,"Volume écoulé par
le marché de gros",360249
2017,10,TOTAL LEGUMES,86935630,241.32094745578752,91.3710918772738,NA,NA,NA,NA,0,Total legumes,2017-10-01,737,NA,NA,NA,"Besoin estimé
du marché",737000
2017,5,TOTAL LEGUMES,80206477,423.9668729946453,104.91437024457218,NA,NA,NA,NA,0,Total legumes,2017-05-01,459,"Cyclone tropical
très intense","Donna
(Cyclone
tropical
très
intense)",Donna,"Volume déclaré
commercialisé par
les producteurs",349291.19999999995
2017,5,TOTAL LEGUMES,80206477,423.9668729946453,104.91437024457218,NA,NA,NA,NA,0,Total legumes,2017-05-01,459,"Cyclone tropical
très intense","Donna
(Cyclone
tropical
très
intense)",Donna,"Volume écoulé par
le marché de gros",189181
2017,5,TOTAL LEGUMES,80206477,423.9668729946453,104.91437024457218,NA,NA,NA,NA,0,Total legumes,2017-05-01,459,"Cyclone tropical
très intense","Donna
(Cyclone
tropical
très
intense)",Donna,"Besoin estimé
du marché",459000
2017,12,TOTAL LEGUMES,146630903,305.5230573370505,101.7168842517984,NA,NA,NA,NA,0,Total legumes,2017-12-01,732,NA,NA,NA,"Volume déclaré
commercialisé par
les producteurs",1076873.2999999998
2017,12,TOTAL LEGUMES,146630903,305.5230573370505,101.7168842517984,NA,NA,NA,NA,0,Total legumes,2017-12-01,732,NA,NA,NA,"Volume écoulé par
le marché de gros",479934
2017,12,TOTAL LEGUMES,146630903,305.5230573370505,101.7168842517984,NA,NA,NA,NA,0,Total legumes,2017-12-01,732,NA,NA,NA,"Besoin estimé
du marché",732000
2018,6,TOTAL LEGUMES,68717711,329.97217087576877,94.8699116285289,NA,NA,NA,NA,0,Total legumes,2018-06-01,737,NA,NA,NA,"Volume déclaré
commercialisé par
les producteurs",679607
2018,6,TOTAL LEGUMES,68717711,329.97217087576877,94.8699116285289,NA,NA,NA,NA,0,Total legumes,2018-06-01,737,NA,NA,NA,"Volume écoulé par
le marché de gros",208253.04999999996
2018,6,TOTAL LEGUMES,68717711,329.97217087576877,94.8699116285289,NA,NA,NA,NA,0,Total legumes,2018-06-01,737,NA,NA,NA,"Besoin estimé
du marché",737000
2019,3,TOTAL LEGUMES,43861529.3,454.89413449711367,103.76762788590725,NA,NA,NA,NA,0,Total legumes,2019-03-01,577,NA,NA,NA,"Volume déclaré
commercialisé par
les producteurs",386408.1
2019,3,TOTAL LEGUMES,43861529.3,454.89413449711367,103.76762788590725,NA,NA,NA,NA,0,Total legumes,2019-03-01,577,NA,NA,NA,"Volume écoulé par
le marché de gros",96421.40000000002
2019,3,TOTAL LEGUMES,43861529.3,454.89413449711367,103.76762788590725,NA,NA,NA,NA,0,Total legumes,2019-03-01,577,NA,NA,NA,"Besoin estimé
du marché",577000
2019,1,TOTAL LEGUMES,87632917,308.99964386710957,94.76109666018844,NA,NA,NA,NA,0,Total legumes,2019-01-01,724,NA,NA,NA,"Volume déclaré
commercialisé par
les producteurs",740737.0000000001
2019,1,TOTAL LEGUMES,87632917,308.99964386710957,94.76109666018844,NA,NA,NA,NA,0,Total legumes,2019-01-01,724,NA,NA,NA,"Volume écoulé par
le marché de gros",283602
2019,1,TOTAL LEGUMES,87632917,308.99964386710957,94.76109666018844,NA,NA,NA,NA,0,Total legumes,2019-01-01,724,NA,NA,NA,"Besoin estimé
du marché",724000
2019,12,TOTAL LEGUMES,52191972,318.96119991859734,90.00671958192794,NA,NA,NA,NA,0,Total legumes,2019-12-01,724,NA,NA,NA,"Volume déclaré
commercialisé par
les producteurs",1073389
2019,12,TOTAL LEGUMES,52191972,318.96119991859734,90.00671958192794,NA,NA,NA,NA,0,Total legumes,2019-12-01,724,NA,NA,NA,"Volume écoulé par
le marché de gros",163631.1
2019,12,TOTAL LEGUMES,52191972,318.96119991859734,90.00671958192794,NA,NA,NA,NA,0,Total legumes,2019-12-01,724,NA,NA,NA,"Besoin estimé
du marché",724000
2019,5,TOTAL LEGUMES,52482610,392.1511649627968,94.25887372938628,NA,NA,NA,NA,0,Total legumes,2019-05-01,464,NA,NA,NA,"Volume déclaré
commercialisé par
les producteurs",551372
2019,5,TOTAL LEGUMES,52482610,392.1511649627968,94.25887372938628,NA,NA,NA,NA,0,Total legumes,2019-05-01,464,NA,NA,NA,"Volume écoulé par
le marché de gros",133832.6
2019,5,TOTAL LEGUMES,52482610,392.1511649627968,94.25887372938628,NA,NA,NA,NA,0,Total legumes,2019-05-01,464,NA,NA,NA,"Besoin estimé
du marché",464000
2019,10,TOTAL LEGUMES,43871807,244.17666263711067,87.40353072393671,NA,NA,NA,NA,0,Total legumes,2019-10-01,737,NA,NA,NA,"Volume déclaré
commercialisé par
les producteurs",1198290.5
2019,10,TOTAL LEGUMES,43871807,244.17666263711067,87.40353072393671,NA,NA,NA,NA,0,Total legumes,2019-10-01,737,NA,NA,NA,"Volume écoulé par
le marché de gros",179672.4
2019,10,TOTAL LEGUMES,43871807,244.17666263711067,87.40353072393671,NA,NA,NA,NA,0,Total legumes,2019-10-01,737,NA,NA,NA,"Besoin estimé
du marché",737000
2019,9,TOTAL LEGUMES,49170840,257.1129847682637,91.10323964751268,NA,NA,NA,NA,0,Total legumes,2019-09-01,737,NA,NA,NA,"Volume déclaré
commercialisé par
les producteurs",1084689.8
2019,9,TOTAL LEGUMES,49170840,257.1129847682637,91.10323964751268,NA,NA,NA,NA,0,Total legumes,2019-09-01,737,NA,NA,NA,"Volume écoulé par
le marché de gros",191242.15
2019,9,TOTAL LEGUMES,49170840,257.1129847682637,91.10323964751268,NA,NA,NA,NA,0,Total legumes,2019-09-01,737,NA,NA,NA,"Besoin estimé
du marché",737000
2019,4,TOTAL LEGUMES,60309629.4,413.90405959266815,99.2559918908678,NA,NA,NA,NA,0,Total legumes,2019-04-01,472,NA,NA,NA,"Volume déclaré
commercialisé par
les producteurs",490394.4
2019,4,TOTAL LEGUMES,60309629.4,413.90405959266815,99.2559918908678,NA,NA,NA,NA,0,Total legumes,2019-04-01,472,NA,NA,NA,"Volume écoulé par
le marché de gros",145709.19999999998
2019,4,TOTAL LEGUMES,60309629.4,413.90405959266815,99.2559918908678,NA,NA,NA,NA,0,Total legumes,2019-04-01,472,NA,NA,NA,"Besoin estimé
du marché",472000
2020,7,TOTAL LEGUMES,56611436,356.4795199807968,97.19201750064552,99.0677404660427,NA,NA,NA,0,Total legumes,2020-07-01,737,NA,NA,NA,"Volume déclaré
commercialisé par
les producteurs",872081
2020,7,TOTAL LEGUMES,56611436,356.4795199807968,97.19201750064552,99.0677404660427,NA,NA,NA,0,Total legumes,2020-07-01,737,NA,NA,NA,"Volume écoulé par
le marché de gros",158806.98
2020,7,TOTAL LEGUMES,56611436,356.4795199807968,97.19201750064552,99.0677404660427,NA,NA,NA,0,Total legumes,2020-07-01,737,NA,NA,NA,"Besoin estimé
du marché",737000
2020,8,TOTAL LEGUMES,75591965,323.35792854399034,93.64815457443493,91.62780166535184,NA,NA,NA,0,Total legumes,2020-08-01,737,NA,NA,NA,"Volume déclaré
commercialisé par
les producteurs",1080901.85
2020,8,TOTAL LEGUMES,75591965,323.35792854399034,93.64815457443493,91.62780166535184,NA,NA,NA,0,Total legumes,2020-08-01,737,NA,NA,NA,"Volume écoulé par
le marché de gros",233771.8
2020,8,TOTAL LEGUMES,75591965,323.35792854399034,93.64815457443493,91.62780166535184,NA,NA,NA,0,Total legumes,2020-08-01,737,NA,NA,NA,"Besoin estimé
du marché",737000
2020,5,TOTAL LEGUMES,26630081.25,373.6094908867201,99.68873361555748,101.68285403248107,NA,NA,NA,0,Total legumes,2020-05-01,569,NA,NA,NA,"Volume déclaré
commercialisé par
les producteurs",619415.1
2020,5,TOTAL LEGUMES,26630081.25,373.6094908867201,99.68873361555748,101.68285403248107,NA,NA,NA,0,Total legumes,2020-05-01,569,NA,NA,NA,"Volume écoulé par
le marché de gros",71277.84999999999
2020,5,TOTAL LEGUMES,26630081.25,373.6094908867201,99.68873361555748,101.68285403248107,NA,NA,NA,0,Total legumes,2020-05-01,569,NA,NA,NA,"Besoin estimé
du marché",569000
2021,5,TOTAL LEGUMES,55816475,503.7206114337901,125.580229054686,129.3053450566094,2021-05-17,2021-06-16,886.1699999999998,0,Total legumes,2021-05-01,562,NA,NA,NA,"Volume déclaré
commercialisé par
les producteurs",464389
2021,5,TOTAL LEGUMES,55816475,503.7206114337901,125.580229054686,129.3053450566094,2021-05-17,2021-06-16,886.1699999999998,0,Total legumes,2021-05-01,562,NA,NA,NA,"Volume écoulé par
le marché de gros",110808.40000000002
2021,5,TOTAL LEGUMES,55816475,503.7206114337901,125.580229054686,129.3053450566094,2021-05-17,2021-06-16,886.1699999999998,0,Total legumes,2021-05-01,562,NA,NA,NA,"Besoin estimé
du marché",562000
2021,5,TOTAL LEGUMES,55816475,503.7206114337901,125.580229054686,129.3053450566094,2021-05-17,2021-06-16,886.1699999999998,0,Total legumes,2021-05-01,562,NA,NA,NA,Quotas autorisés,886169.9999999999
2021,6,TOTAL LEGUMES,75443917,480.74814521077303,119.79647161965087,126.2020630090752,2021-06-16,2021-07-15,421.06000000000006,0,Total legumes,2021-06-01,569,NA,NA,NA,"Volume déclaré
commercialisé par
les producteurs",466481
2021,6,TOTAL LEGUMES,75443917,480.74814521077303,119.79647161965087,126.2020630090752,2021-06-16,2021-07-15,421.06000000000006,0,Total legumes,2021-06-01,569,NA,NA,NA,"Volume écoulé par
le marché de gros",156930.22999999998
2021,6,TOTAL LEGUMES,75443917,480.74814521077303,119.79647161965087,126.2020630090752,2021-06-16,2021-07-15,421.06000000000006,0,Total legumes,2021-06-01,569,NA,NA,NA,"Besoin estimé
du marché",569000
2021,6,TOTAL LEGUMES,75443917,480.74814521077303,119.79647161965087,126.2020630090752,2021-06-16,2021-07-15,421.06000000000006,0,Total legumes,2021-06-01,569,NA,NA,NA,Quotas autorisés,421060.00000000006
2022,1,TOTAL LEGUMES,51558183,507.49285070335407,124.94521948807552,131.41652880193254,2022-01-16,2022-02-15,1279.7199999999998,751.9379999999999,Total legumes,2022-01-01,751,NA,NA,NA,"Volume déclaré
commercialisé par
les producteurs",310268.1
2022,1,TOTAL LEGUMES,51558183,507.49285070335407,124.94521948807552,131.41652880193254,2022-01-16,2022-02-15,1279.7199999999998,751.9379999999999,Total legumes,2022-01-01,751,NA,NA,NA,"Volume écoulé par
le marché de gros",101593.91000000002
2022,1,TOTAL LEGUMES,51558183,507.49285070335407,124.94521948807552,131.41652880193254,2022-01-16,2022-02-15,1279.7199999999998,751.9379999999999,Total legumes,2022-01-01,751,NA,NA,NA,"Besoin estimé
du marché",751000
2022,1,TOTAL LEGUMES,51558183,507.49285070335407,124.94521948807552,131.41652880193254,2022-01-16,2022-02-15,1279.7199999999998,751.9379999999999,Total legumes,2022-01-01,751,NA,NA,NA,"Volumes importés
avec quotas",751937.9999999999
2022,1,TOTAL LEGUMES,51558183,507.49285070335407,124.94521948807552,131.41652880193254,2022-01-16,2022-02-15,1279.7199999999998,751.9379999999999,Total legumes,2022-01-01,751,NA,NA,NA,Quotas autorisés,1279719.9999999998
2022,6,TOTAL LEGUMES,65686214,497.75028757363623,129.14280373404225,133.5015696149867,2022-06-16,2022-07-15,638.8799999999999,262.667,Total legumes,2022-06-01,751,NA,NA,NA,"Volume déclaré
commercialisé par
les producteurs",586980.1
2022,6,TOTAL LEGUMES,65686214,497.75028757363623,129.14280373404225,133.5015696149867,2022-06-16,2022-07-15,638.8799999999999,262.667,Total legumes,2022-06-01,751,NA,NA,NA,"Volume écoulé par
le marché de gros",131966.2
2022,6,TOTAL LEGUMES,65686214,497.75028757363623,129.14280373404225,133.5015696149867,2022-06-16,2022-07-15,638.8799999999999,262.667,Total legumes,2022-06-01,751,NA,NA,NA,"Besoin estimé
du marché",751000
2022,6,TOTAL LEGUMES,65686214,497.75028757363623,129.14280373404225,133.5015696149867,2022-06-16,2022-07-15,638.8799999999999,262.667,Total legumes,2022-06-01,751,NA,NA,NA,"Volumes importés
avec quotas",262667
2022,6,TOTAL LEGUMES,65686214,497.75028757363623,129.14280373404225,133.5015696149867,2022-06-16,2022-07-15,638.8799999999999,262.667,Total legumes,2022-06-01,751,NA,NA,NA,Quotas autorisés,638879.9999999999
2022,5,TOTAL LEGUMES,63523667,542.2158532987901,136.73604073817577,146.99621854227763,2022-05-16,2022-06-15,977.344,460.073,Total legumes,2022-05-01,751,NA,NA,NA,"Volume déclaré
commercialisé par
les producteurs",451661.2
2022,5,TOTAL LEGUMES,63523667,542.2158532987901,136.73604073817577,146.99621854227763,2022-05-16,2022-06-15,977.344,460.073,Total legumes,2022-05-01,751,NA,NA,NA,"Volume écoulé par
le marché de gros",117155.68
2022,5,TOTAL LEGUMES,63523667,542.2158532987901,136.73604073817577,146.99621854227763,2022-05-16,2022-06-15,977.344,460.073,Total legumes,2022-05-01,751,NA,NA,NA,"Besoin estimé
du marché",751000
2022,5,TOTAL LEGUMES,63523667,542.2158532987901,136.73604073817577,146.99621854227763,2022-05-16,2022-06-15,977.344,460.073,Total legumes,2022-05-01,751,NA,NA,NA,"Volumes importés
avec quotas",460073
2022,5,TOTAL LEGUMES,63523667,542.2158532987901,136.73604073817577,146.99621854227763,2022-05-16,2022-06-15,977.344,460.073,Total legumes,2022-05-01,751,NA,NA,NA,Quotas autorisés,977344
2022,8,TOTAL LEGUMES,70913770,428.4404960655472,123.10405048927892,114.66584325185607,2022-08-16,2022-09-15,400.23,188.72499999999997,Total legumes,2022-08-01,751,NA,NA,NA,"Volume déclaré
commercialisé par
les producteurs",550932
2022,8,TOTAL LEGUMES,70913770,428.4404960655472,123.10405048927892,114.66584325185607,2022-08-16,2022-09-15,400.23,188.72499999999997,Total legumes,2022-08-01,751,NA,NA,NA,"Volume écoulé par
le marché de gros",165516.03
2022,8,TOTAL LEGUMES,70913770,428.4404960655472,123.10405048927892,114.66584325185607,2022-08-16,2022-09-15,400.23,188.72499999999997,Total legumes,2022-08-01,751,NA,NA,NA,"Besoin estimé
du marché",751000
2022,8,TOTAL LEGUMES,70913770,428.4404960655472,123.10405048927892,114.66584325185607,2022-08-16,2022-09-15,400.23,188.72499999999997,Total legumes,2022-08-01,751,NA,NA,NA,"Volumes importés
avec quotas",188724.99999999997
2022,8,TOTAL LEGUMES,70913770,428.4404960655472,123.10405048927892,114.66584325185607,2022-08-16,2022-09-15,400.23,188.72499999999997,Total legumes,2022-08-01,751,NA,NA,NA,Quotas autorisés,400230
2022,10,TOTAL LEGUMES,72085639,364.1499899725141,120.68746879146944,99.55497990158968,2022-10-16,2022-11-15,322.27,121.33299999999998,Total legumes,2022-10-01,751,NA,NA,NA,"Volume déclaré
commercialisé par
les producteurs",618494
2022,10,TOTAL LEGUMES,72085639,364.1499899725141,120.68746879146944,99.55497990158968,2022-10-16,2022-11-15,322.27,121.33299999999998,Total legumes,2022-10-01,751,NA,NA,NA,"Volume écoulé par
le marché de gros",197955.9
2022,10,TOTAL LEGUMES,72085639,364.1499899725141,120.68746879146944,99.55497990158968,2022-10-16,2022-11-15,322.27,121.33299999999998,Total legumes,2022-10-01,751,NA,NA,NA,"Besoin estimé
du marché",751000
2022,10,TOTAL LEGUMES,72085639,364.1499899725141,120.68746879146944,99.55497990158968,2022-10-16,2022-11-15,322.27,121.33299999999998,Total legumes,2022-10-01,751,NA,NA,NA,"Volumes importés
avec quotas",121332.99999999999
2022,10,TOTAL LEGUMES,72085639,364.1499899725141,120.68746879146944,99.55497990158968,2022-10-16,2022-11-15,322.27,121.33299999999998,Total legumes,2022-10-01,751,NA,NA,NA,Quotas autorisés,322270
2023,1,TOTAL LEGUMES,62633350,541.5372194195253,141.617866519701,149.61885071761222,2023-01-16,2023-02-15,1039.436,538.8120000000001,Total legumes,2023-01-01,751,NA,NA,NA,"Volume déclaré
commercialisé par
les producteurs",481412.6
2023,1,TOTAL LEGUMES,62633350,541.5372194195253,141.617866519701,149.61885071761222,2023-01-16,2023-02-15,1039.436,538.8120000000001,Total legumes,2023-01-01,751,NA,NA,NA,"Volume écoulé par
le marché de gros",115658.44
2023,1,TOTAL LEGUMES,62633350,541.5372194195253,141.617866519701,149.61885071761222,2023-01-16,2023-02-15,1039.436,538.8120000000001,Total legumes,2023-01-01,751,NA,NA,NA,"Besoin estimé
du marché",751000
2023,1,TOTAL LEGUMES,62633350,541.5372194195253,141.617866519701,149.61885071761222,2023-01-16,2023-02-15,1039.436,538.8120000000001,Total legumes,2023-01-01,751,NA,NA,NA,"Volumes importés
avec quotas",538812.0000000001
2023,1,TOTAL LEGUMES,62633350,541.5372194195253,141.617866519701,149.61885071761222,2023-01-16,2023-02-15,1039.436,538.8120000000001,Total legumes,2023-01-01,751,NA,NA,NA,Quotas autorisés,1039435.9999999999
2012,1,TOTAL FRUITS (HORS VANILLE),66441463,211.4926167019465,85.17774689747606,NA,NA,NA,NA,0,Total fruits (hors vanille),2012-01-01,460,NA,NA,NA,"Volume déclaré
commercialisé par
les producteurs",441629
2012,1,TOTAL FRUITS (HORS VANILLE),66441463,211.4926167019465,85.17774689747606,NA,NA,NA,NA,0,Total fruits (hors vanille),2012-01-01,460,NA,NA,NA,"Volume écoulé par
le marché de gros",314155
2012,1,TOTAL FRUITS (HORS VANILLE),66441463,211.4926167019465,85.17774689747606,NA,NA,NA,NA,0,Total fruits (hors vanille),2012-01-01,460,NA,NA,NA,"Besoin estimé
du marché",460000
2012,5,TOTAL FRUITS (HORS VANILLE),44535839,227.2670345090461,87.78422964502418,NA,NA,NA,NA,0,Total fruits (hors vanille),2012-05-01,390,NA,NA,NA,"Volume déclaré
commercialisé par
les producteurs",386839
2012,5,TOTAL FRUITS (HORS VANILLE),44535839,227.2670345090461,87.78422964502418,NA,NA,NA,NA,0,Total fruits (hors vanille),2012-05-01,390,NA,NA,NA,"Volume écoulé par
le marché de gros",195962.6001026
2012,5,TOTAL FRUITS (HORS VANILLE),44535839,227.2670345090461,87.78422964502418,NA,NA,NA,NA,0,Total fruits (hors vanille),2012-05-01,390,NA,NA,NA,"Besoin estimé
du marché",390000
2012,2,TOTAL FRUITS (HORS VANILLE),27781257,229.65353416126388,84.50729324275991,NA,NA,NA,NA,0,Total fruits (hors vanille),2012-02-01,420,"Cyclone tropical
intense","Jasmine
(Cyclone
tropical
intense)",Jasmine,"Volume déclaré
commercialisé par
les producteurs",354403
2012,2,TOTAL FRUITS (HORS VANILLE),27781257,229.65353416126388,84.50729324275991,NA,NA,NA,NA,0,Total fruits (hors vanille),2012-02-01,420,"Cyclone tropical
intense","Jasmine
(Cyclone
tropical
intense)",Jasmine,"Volume écoulé par
le marché de gros",120970.3003329
2012,2,TOTAL FRUITS (HORS VANILLE),27781257,229.65353416126388,84.50729324275991,NA,NA,NA,NA,0,Total fruits (hors vanille),2012-02-01,420,"Cyclone tropical
intense","Jasmine
(Cyclone
tropical
intense)",Jasmine,"Besoin estimé
du marché",420000
2013,11,TOTAL FRUITS (HORS VANILLE),64987133,257.0591867410308,100.56804820742066,NA,NA,NA,NA,0,Total fruits (hors vanille),2013-11-01,450,NA,NA,NA,"Volume déclaré
commercialisé par
les producteurs",473590
2013,11,TOTAL FRUITS (HORS VANILLE),64987133,257.0591867410308,100.56804820742066,NA,NA,NA,NA,0,Total fruits (hors vanille),2013-11-01,450,NA,NA,NA,"Volume écoulé par
le marché de gros",252810
2013,11,TOTAL FRUITS (HORS VANILLE),64987133,257.0591867410308,100.56804820742066,NA,NA,NA,NA,0,Total fruits (hors vanille),2013-11-01,450,NA,NA,NA,"Besoin estimé
du marché",450000
2013,7,TOTAL FRUITS (HORS VANILLE),47760087.5234,237.91631662363636,100.80157700850155,NA,NA,NA,NA,0,Total fruits (hors vanille),2013-07-01,350,NA,NA,NA,"Volume déclaré
commercialisé par
les producteurs",295323
